algorithm,nmi_full,nmi_super,nmi_sub,ari_full,ari_super,ari_sub,purity_full,purity_super,purity_sub,sil,ch,db,num_clusters,noise_frac,cluster_size_mean,cluster_size_std,cluster_size_entropy,pca
kmeans_3small_k20,0.6913254829619395,0.5578189681578963,0.6745951992919794,0.5342788568766366,0.28578617745187634,0.49285546698644556,0.6714422158548233,0.8510028653295129,0.7396264459301709,0.044664379209280014,235.05116271972656,4.004473114302522,20,0.0,942.3,384.64309430951704,2.9063036846477064,693
hdbscan_3small_mcs10,0.2740634704964264,0.2209374428790798,0.2566489131291991,0.0049095049687219085,0.01149204708315054,-0.0018441774685249504,0.24291626870423433,0.4249708160882946,0.2856839647670593,0.1718037873506546,34.74870300292969,1.7651960594818799,112,0.7823941419929958,36.61607142857143,63.29074711425527,4.072585051035258,693
hdbscan_3small_mcs20,0.052880474322262075,0.03223970484122927,0.05426536135907632,0.016191363431228168,0.02103069745731333,0.023023572644701475,0.09147829778202271,0.2861084580282288,0.16183805582086386,0.02581644617021084,19.10767364501953,1.8676372243256314,4,0.4751140825639393,2473.0,4240.6381005693,0.05226665319678528,693
hdbscan_3small_mcs40,0.13840521634988384,0.12466216476804576,0.12993260947350324,0.006419019190223659,0.021838567028603616,-0.0007055054660800327,0.12129894937917861,0.3349251830627189,0.17382999044890163,0.09358784556388855,71.56421661376953,2.163826804455199,10,0.8829459832325162,220.6,367.6585916308771,1.5033285131059633,693
hdbscan_3small_mcs60,0.09300120919201368,0.08676110025511632,0.09254601397856141,0.005520547830082138,0.018817380173993613,-0.0007405305615997698,0.09429056563727051,0.31157805369839753,0.15090735434574976,0.11694289743900299,101.8082046508789,2.1886548430793287,4,0.9055502493897909,445.0,537.2155061053246,0.7837317978563965,693
hdbscan_3small_mcs100,0.06674343968283254,0.05739040914290468,0.06413144477637328,0.0038004645389032093,0.009518242631916944,-0.0009137745000364058,0.08182107609041707,0.2929534118645867,0.13928685132123528,0.17285984754562378,142.20423889160156,1.5710547242376527,2,0.9400403268598111,565.0,438.0,0.3514819379842071,693
dbscan_3small_eps0p6,0.14670993544108515,0.12809036996394113,0.1377409835031126,0.0015384001967381667,0.002836061358150847,-0.003702636578443097,0.13896848137535817,0.337259895999151,0.1991404011461318,0.24140667915344238,39.08644104003906,1.3787914119249076,77,0.9085217022179773,22.38961038961039,31.465568006601657,3.8763656153642545,693
dbscan_3small_eps0p7,0.3432853035975785,0.26703904807685913,0.3200118689221293,0.022318217377696226,0.053272542761422084,0.0131440297112775,0.2984187626021437,0.4950652658389048,0.3454313912766635,0.09083515405654907,26.085248947143555,1.869778945128041,152,0.6671972832431285,41.26315789473684,175.72798719829618,3.56841175628163,693
dbscan_3small_eps0p8,0.10145783134366743,0.07395280735543008,0.10598507094616176,0.014315997460605875,0.010041853819105294,0.03037682044465579,0.11901729810039266,0.3022922636103152,0.19754855141674627,-0.06606300175189972,10.720775604248047,2.0366774644024384,47,0.33089249708160884,268.29787234042556,1713.2436812292842,0.4344001721126208,693
dbscan_3small_eps0p9,0.016825576424087677,0.01107126629728908,0.018170703932569296,0.0005752704526524549,-0.0006980248582245761,0.003324851814481859,0.06643319537302346,0.2731083519049135,0.15154409423750398,,,,0,0.03974318157699246,,,,693
aggl_3small_n6,0.0059964181660221265,0.007524138175843924,0.006509013635035808,1.1585168109486237e-05,0.0008506377691324269,0.0003224403988625961,0.05603311047437122,0.26154091053804523,0.14220524249177544,0.01807658188045025,10.943159103393555,2.140817547213271,6,0.0,3141.0,6992.642824187909,0.028280643515101487,693
aggl_3small_n12,0.5288739920903162,0.5512522276583998,0.5668563752555646,0.18679935063697972,0.40831918323732896,0.2767557437766203,0.24838161944179135,0.6668789132972514,0.4371749973469171,0.03486780449748039,166.33474731445312,2.8650388867817074,12,0.0,1570.5,2558.203617775567,1.364491856995691,693
aggl_3small_n20,0.5296044329804156,0.5473834312025622,0.5659105711494082,0.1867260651167206,0.404090489085122,0.2741963170817912,0.2527326753687785,0.6671442215854824,0.4386607237610103,0.023149598389863968,99.11749267578125,2.9071479866771774,20,0.0,942.3,2107.481840965658,1.4133098543762876,693
spec_3small_n6,0.21106195777731857,0.19023432149660124,0.22253927434479662,0.024112410487962026,0.038961010042661365,0.031322396322444414,0.11954791467685451,0.375145919558527,0.24429587180303514,-0.012483089230954647,131.66928100585938,2.47004822693248,6,0.0,3141.0,6067.254513643988,0.41767233756186367,693
spec_3small_n12,0.5651416006946229,0.5494853294068565,0.5398129262438738,0.19571098829853206,0.39100540458561645,0.20897088354830126,0.30558208638437867,0.6523930807598429,0.39923591212989495,0.011280271224677563,197.05418395996094,2.9340856010801173,12,0.0,1570.5,2476.2532348960867,1.483277546621752,693
spec_3small_n20,0.6865620236328486,0.6040784256013692,0.6648347747796681,0.30070990685772747,0.4460799937102084,0.3122181478003806,0.4941632176589197,0.7812267855247798,0.575188368884644,0.02004432864487171,170.5882110595703,2.8790468024245452,20,0.0,942.3,1584.6472509678613,2.05626777032076,693
kmeans_3large_k6,0.5944858920868166,0.619373938598032,0.6331472964079308,0.28152424780999885,0.539492782825202,0.39837484774855736,0.30308818847500796,0.7581449644486894,0.4860447840390534,0.047870319336652756,466.99322509765625,4.412274787928131,6,0.0,3141.0,1532.675873540565,1.6883980749244294,1132
kmeans_3large_k12,0.7399139498363979,0.6275414496673378,0.7256625444940898,0.5260517892651474,0.42784883600262913,0.5375321050199942,0.5923803459620078,0.8465456860872334,0.6781279847182426,0.046738531440496445,331.07537841796875,3.962138161677565,12,0.0,1570.5,702.5716452196649,2.390173919221724,1132
kmeans_3large_k20,0.7617683676486472,0.589204571441,0.7381023318358516,0.656284492750708,0.28678354824509644,0.5646732395062741,0.7967207895574657,0.8957869043828929,0.8410272736920301,0.044139474630355835,237.7798614501953,4.268403191924139,20,0.0,942.3,201.01818325713722,2.9718538175706173,1132
hdbscan_3large_mcs10,0.28463872581266964,0.23545183554773896,0.2713353682377642,0.003467083152789864,0.011700562136165622,-0.0005838414772900699,0.2607980473309986,0.44062400509391914,0.3093494640772578,0.18884555995464325,34.079097747802734,1.7340188636166458,137,0.7751246948954685,30.934306569343065,38.91975731155947,4.468427266496995,1132
hdbscan_3large_mcs20,0.05177419649079185,0.029498285907182318,0.0513667619671514,0.014880186528962426,0.016601888364866126,0.02010677163738874,0.09455587392550144,0.27512469489546854,0.16109519261381725,0.0036094931419938803,18.765548706054688,1.8611521081356726,6,0.4752732675368779,1648.1666666666667,3636.2197135975644,0.07895500982129569,1132
hdbscan_3large_mcs40,0.1714401733597923,0.15134438063696198,0.16190493294196345,0.009795129238668269,0.026499043367628265,0.0010425683985430176,0.14162156425766742,0.3580600657964555,0.1966995648944073,0.08712227642536163,82.84288024902344,2.3159342032516195,10,0.8497824472036506,283.1,450.3952597441497,1.5357821152521545,1132
hdbscan_3large_mcs60,0.11303873830048722,0.09947969028938711,0.1029815139552748,0.0038831408874624457,0.007290461611722873,-0.0037903805104090213,0.10575188368884644,0.3116311153560437,0.16247479571261805,0.15419262647628784,113.12969207763672,2.1576277451020647,6,0.9151013477661042,266.6666666666667,225.76659530487578,1.5049779154875673,1132
hdbscan_3large_mcs100,0.0847605048028538,0.07021173585540647,0.0807296884493681,0.006153497316855601,0.01325812283863958,0.00022358901458410677,0.08792316671972833,0.30208001697973047,0.1444868937705614,0.1477321982383728,140.64524841308594,1.639816572920353,2,0.924811631115356,708.5,570.5,0.31930751437590693,1132
dbscan_3large_eps0p6,0.21569955301295202,0.18358388627781716,0.2020794014141983,0.003988859443539761,0.010898008805948432,-0.003507356575243902,0.1921362623368354,0.38857051894301176,0.24068767908309455,0.21391062438488007,33.55854415893555,1.496479368523155,114,0.8538681948424068,24.157894736842106,41.775628534200614,4.151666861484164,1132
dbscan_3large_eps0p7,0.3599881308272871,0.2791761541764677,0.34697806776302287,0.03378259812140615,0.07411615496973026,0.03181179810394669,0.3184230075347554,0.5252042873819378,0.3779581874137748,0.07167000323534012,23.926183700561523,1.9583048307345996,159,0.5997028547171813,47.44654088050314,247.819386650811,3.3128113327614663,1132
dbscan_3large_eps0p8,0.0832278284629835,0.05885654599511833,0.08612582883852694,0.008233112722422437,0.0019957187624134523,0.020950208645724677,0.10787434999469384,0.2964554812692349,0.18433619866284623,-0.05217369273304939,10.311617851257324,2.085933984859169,38,0.2110262124588772,391.2894736842105,2285.763616593332,0.3002003608359095,1132
dbscan_3large_eps0p9,0.006663671378012438,0.005174044863738273,0.007025870862910303,4.145069107940887e-05,0.0004703329783373445,0.0007489549867319004,0.057571898546110584,0.26525522657327816,0.14347872227528388,0.04133502021431923,4.506549835205078,2.1410382549160585,2,0.010506208213944603,9324.0,9317.0,0.003336109729911291,1132
aggl_3large_n6,0.006975463725892825,0.006107998736203982,0.006266701311572038,9.443015844759425e-05,-0.0001719101312467292,-0.0005078004228867258,0.05651066539318688,0.262336835402738,0.14066645442003609,0.020981140434741974,9.936753273010254,2.169782430311798,6,0.0,3141.0,6983.268790473413,0.03465884169600453,1132
aggl_3large_n12,0.018227004952318337,0.02129201832607809,0.018273782234974605,0.000244291360397623,0.0034324866252470744,0.0002943523623377431,0.06176376950015919,0.2675368778520641,0.1458664968693622,0.003934623673558235,8.509183883666992,2.3705252532604164,12,0.0,1570.5,5144.313745939945,0.080140624159778,1132
aggl_3large_n20,0.4591030148995571,0.45388365166742,0.49215816340049384,0.1390263225680863,0.30407400846397,0.2062944838079421,0.207524143054229,0.5732250875517351,0.39223177332059855,0.021071381866931915,79.76805877685547,2.4789708830687376,20,0.0,942.3,2391.5386281638853,1.1695614419791112,1132
spec_3large_n6,0.42282076407110486,0.4864412537534625,0.4494568650197981,0.10560876376372261,0.2948356932595464,0.15081541165443937,0.1714422158548233,0.5348084474158973,0.34797835084368034,0.010671145282685757,278.3690490722656,3.053213525773201,6,0.0,3141.0,4111.548572821032,0.9661237278770805,1132
spec_3large_n12,0.6285656076937687,0.5575684463919893,0.6033430206961591,0.26168803354868675,0.4167246318677241,0.26995935522291886,0.3548233046800382,0.6853443701581238,0.4297463652764512,0.024746082723140717,225.0006103515625,3.205029824969276,12,0.0,1570.5,2066.924748670514,1.7209744687693822,1132
spec_3large_n20,0.6973170913488477,0.6160173063843135,0.6789813587088843,0.311737158848089,0.46522970433229166,0.3331373857975539,0.4925713679295341,0.7981003926562665,0.5843680356574339,0.028178775683045387,171.4901123046875,2.9322825190324133,20,0.0,942.3,1564.7225984180072,2.072599841145225,1132
kmeans_bge-m3_k6,0.5232099054431714,0.4881071263310177,0.5389282126472041,0.2793935419106311,0.34560403794805317,0.34630821780181587,0.28950440411758466,0.6156213520110368,0.42099119176483074,0.027362721040844917,387.3691101074219,5.17998834129704,6,0.0,3141.0,632.4803027235973,1.7702509944060645,397
kmeans_bge-m3_k12,0.6335086588890522,0.5593524358053267,0.6434403394092343,0.4379544557186822,0.37392237844752363,0.5126311757030877,0.5125225512044996,0.8026106335561923,0.6398174678976971,0.03378215432167053,260.5498046875,4.538011539651475,12,0.0,1570.5,532.3528748239586,2.4249996504976608,397
kmeans_bge-m3_k20,0.6538989313941251,0.5277570920467578,0.6369925843067424,0.506276864518542,0.25855840278892117,0.45520903091849685,0.6610951926138172,0.8296190172981004,0.7184017828716969,0.026656541973352432,179.62060546875,4.862567020852157,20,0.0,942.3,343.2282185368796,2.9212350664310134,397
hdbscan_bge-m3_mcs10,0.23792275909217458,0.1984587281027884,0.2283312029317303,0.004239397851880547,0.004907837071006337,-0.003343988399695622,0.20572004669425872,0.4024726732463122,0.2644593017085854,0.14242465794086456,25.740232467651367,1.9190691727079559,86,0.825798577947575,38.174418604651166,68.16279962390743,3.7255971971873545,397
hdbscan_bge-m3_mcs20,0.04324460618914978,0.026012597321180626,0.04383018411765968,0.014430142904800655,0.021428972457143418,0.017873094890672604,0.08861296826912873,0.27926350419187096,0.15769924652446143,0.038544610142707825,19.060121536254883,1.7835424391469652,2,0.5274859386607238,4452.5,4428.5,0.018636628219424495,397
hdbscan_bge-m3_mcs40,0.09067204891564465,0.08432716249652163,0.09426639166269063,0.010046383990369563,0.033003699036896664,0.005119348875662704,0.09768651172662635,0.32739042767696064,0.16884219463016026,0.04400982707738876,67.62427520751953,2.8212977847452465,3,0.8282924758569458,1078.6666666666667,1277.688103133503,0.39389341245169085,397
hdbscan_bge-m3_mcs60,0.07875847416787297,0.07030200059899513,0.08193948873155263,0.00799720252546903,0.026837013867583994,0.0029540183980410676,0.0894088931338215,0.312851533481906,0.15340125225512044,0.04780634120106697,63.94590759277344,2.9746274727475575,2,0.8689377056139234,1235.0,1064.0,0.2516446257384159,397
hdbscan_bge-m3_mcs100,0.0,0.0,0.0,0.0,0.0,0.0,0.05300859598853868,0.2595245675474902,0.13928685132123528,,,,0,1.0,,,,397
dbscan_bge-m3_eps0p6,0.10365950052303417,0.09251537565079433,0.09448815207086438,0.0008922045406527055,0.00192321700365896,-0.0040690199031302434,0.10994375464289505,0.3095086490501963,0.17436060702536346,0.24665547907352448,30.07221794128418,1.485654153081269,52,0.9394566486257031,21.942307692307693,19.274747789967677,3.674191637863746,397
dbscan_bge-m3_eps0p7,0.31702802892161075,0.24584209334001797,0.2946494350123877,0.016483909764787915,0.03290528981603338,0.006445561281581671,0.26881035763557254,0.44502812267855246,0.3068025045102409,0.08407897502183914,21.08299446105957,2.0661042671379035,126,0.7193568927093282,41.976190476190474,131.1897005421717,3.58716661763417,397
dbscan_bge-m3_eps0p8,0.05293523792798322,0.03694009554254473,0.05490413645099339,0.00649772152454978,-0.0009565297761199058,0.01738988711588457,0.09057624960203757,0.2702430223920195,0.16873607131486787,-0.04053833335638046,7.849546432495117,2.1895060555430166,20,0.23676111641727687,719.2,3078.260979839104,0.13550822957998315,397
dbscan_bge-m3_eps0p9,0.0007561804079542897,0.0006249239353609326,0.0006232151719398675,-3.7778698551179077e-06,0.0002972885742596601,2.6181909428772762e-05,0.053273904276769604,0.2598429374933673,0.13933991297888146,,,,0,0.0013265414411546216,,,,397
aggl_bge-m3_n6,0.0014582871972434477,0.001475832909401774,0.0013100863921794426,7.449013093573835e-07,5.817924737101647e-05,-0.0001230499066812537,0.053698397537939084,0.2602674307545368,0.1395521596094662,0.01142561063170433,2.194521188735962,1.803786541407819,6,0.0,3141.0,7016.33451312008,0.007955592568510974,397
aggl_bge-m3_n12,0.3115922320232853,0.29704730574605376,0.3382646460258815,0.08541488910476573,0.2057232826916569,0.12537471237797856,0.10771516502175528,0.42619123421415683,0.23872439775018572,0.012739813886582851,67.48589324951172,2.5675804683656525,12,0.0,1570.5,3560.126296917007,0.7068743777778103,397
aggl_bge-m3_n20,0.40647953579374124,0.43353641930807746,0.4386494594241808,0.10997802446291428,0.2734633986175542,0.15980115688894486,0.15876047967738513,0.5291308500477555,0.3412395203226149,0.0060381595976650715,59.348838806152344,2.317772333931976,20,0.0,942.3,2653.5155944520093,0.9514208628663642,397
spec_bge-m3_n6,0.42023147878461303,0.49259751699196397,0.44712916119074425,0.10193142179970487,0.291092317883507,0.14198995165632636,0.17149527751246949,0.532155364533588,0.3436803565743394,0.001247236505150795,243.72885131835938,3.4101160564632456,6,0.0,3141.0,4202.929930417589,0.9531179423289756,397
spec_bge-m3_n12,0.6056509031084426,0.5855693681575044,0.6126092306294891,0.2606758733213913,0.46715352814048466,0.31933237391286207,0.3106229438607662,0.6669850366125438,0.4514485832537408,0.008123812265694141,174.4192352294922,3.703403034523955,12,0.0,1570.5,2045.862918998566,1.6867888628180148,397
spec_bge-m3_n20,0.6753339489661679,0.6285410546057679,0.6813578664901585,0.2932951513744212,0.48302585777558676,0.3532063380671736,0.442587286426828,0.7943330149633875,0.5804945346492625,0.009871484711766243,128.62217712402344,3.323060904854601,20,0.0,942.3,1620.0229967503547,1.9942119972941081,397
kmeans_lsa_k6,0.24242421024338953,0.26923164636636104,0.25655761760828183,0.09222277604984351,0.2249429669851301,0.12984684751030873,0.18083412925819803,0.4791998302026955,0.3167250344900775,0.02543812245130539,273.85687255859375,5.232282743448935,6,0.0,3141.0,1992.362751441949,1.593554437697352,183
kmeans_lsa_k12,0.33426256200973026,0.3067269849147964,0.3512422574943976,0.12709800478444733,0.1697473165397556,0.18167148155788315,0.29634935795394246,0.5662209487424387,0.4304361668258516,0.03487592190504074,202.17507934570312,4.426848856538913,12,0.0,1570.5,1383.2448264858972,2.1591113632192918,183
kmeans_lsa_k20,0.376299608068334,0.3332041759120243,0.37550232021591634,0.1455249508242094,0.16840284508194867,0.16703618930525502,0.378011249071421,0.6138172556510665,0.47564469914040114,0.043496374040842056,165.09393310546875,3.935061098810227,20,0.0,942.3,980.1936594367462,2.5940583036659737,183
hdbscan_lsa_mcs10,0.1392419378578571,0.11670349514086326,0.13183606955400026,0.0015630814546424324,0.006214591003064426,-0.0013141594532572343,0.137482754961265,0.3410272736920301,0.20041388092964024,0.38171759247779846,73.74542999267578,1.22373624050249,77,0.8676111641727687,32.4025974025974,26.276383026242623,4.10509804130684,183
hdbscan_lsa_mcs20,0.11270825209504397,0.10159802289960389,0.10717477618845976,0.0016504443539760607,0.008537108916885071,-0.001659532360277048,0.1188581131274541,0.32829247585694576,0.18205454738406027,0.36875590682029724,94.94886016845703,1.491703560998314,36,0.9013053167780961,51.666666666666664,39.71215878739855,3.3568729655671925,183
hdbscan_lsa_mcs40,0.06963002285765492,0.06481210002842124,0.06050948158092489,0.0015273896467200914,0.008658489184251054,-0.0033378289284914293,0.09216809933142311,0.29788814602568187,0.15451554706569035,0.20780786871910095,84.58826446533203,1.985075092040224,10,0.9161095192613817,158.1,185.43217088736247,1.8577348105505196,183
hdbscan_lsa_mcs60,0.05578648875388223,0.054460854572746666,0.047431539168692395,0.0011967221092073672,0.0078049606738239815,-0.0036448411272465226,0.08357211079274117,0.2887615409105381,0.14915631964342566,0.22281213104724884,96.85047149658203,1.9813220892663028,7,0.937440305635148,168.42857142857142,149.5487088761739,1.6509845691242404,183
hdbscan_lsa_mcs100,0.026321241832419334,0.026102126742880143,0.02234626224890595,0.0005805958673872272,0.003566464378740136,-0.0027875968282935035,0.06717605858007004,0.2702960840496657,0.14300116735646823,0.15515804290771484,98.69132995605469,1.763751036918264,3,0.956064947468959,276.0,224.50983645859856,0.7907716814213224,183
dbscan_lsa_eps0p6,0.118882408511467,0.10196403093592446,0.11025657468432581,0.001528616665224807,0.007609686307584446,-0.0029978246392441403,0.12304998408150271,0.32808022922636104,0.18868725458983338,0.32667556405067444,53.005821228027344,1.5354938356095016,71,0.8759949060808659,32.91549295774648,51.57348005007324,3.727086599393401,183
dbscan_lsa_eps0p7,0.1451937670500694,0.10970828197701236,0.1322405374643848,0.004945006064139215,0.013129888800263946,-0.0027155023090467394,0.15223389578690438,0.3447946513849093,0.2072057731083519,0.1022476777434349,32.094078063964844,1.8190583392949666,71,0.7378754112278467,69.5774647887324,290.83602959723294,2.593447132277755,183
dbscan_lsa_eps0p8,0.04601362331599437,0.03408748023766577,0.04432998856083029,0.004872405445859487,0.006499778456511757,0.0059141229903186664,0.09105380452085324,0.27581449644486894,0.15541759524567547,-0.0440925769507885,15.060151100158691,2.0064065675010108,34,0.5000530616576462,277.11764705882354,1458.5012808219165,0.5488429887015641,183
dbscan_lsa_eps0p9,0.007404574813255448,0.005221230704545086,0.007397343369930564,0.0009048905764394454,-0.0023760617057589648,0.0053991932934791785,0.06569033216597686,0.2597368141780749,0.1396052212671124,0.012777500785887241,6.299606800079346,2.2281710572692024,2,0.2009444975061021,7529.5,7518.5,0.006005456907401226,183
aggl_lsa_n6,0.0059588363676462116,0.00545547245729331,0.005068619439872291,1.0829135561564329e-06,0.0002041504579012671,-3.677854837835767e-05,0.05688209699671018,0.2640878701050621,0.1409848243659132,-0.00430713128298521,31.202857971191406,2.7320418761513836,6,0.0,3141.0,6844.048582527743,0.12701084853065148,183
aggl_lsa_n12,0.09159031605995777,0.08392857100406823,0.09580347309361313,0.01568415121834893,0.037123745112683106,0.017810593614768826,0.10442534224769182,0.3554600445717924,0.20036081927199406,-0.0004733531968668103,68.17156982421875,4.154608253583879,12,0.0,1570.5,3540.7711612961753,1.0858189260078925,183
aggl_lsa_n20,0.19532868864082023,0.18793465645513083,0.20234527970262922,0.07127360973175616,0.16278282642106978,0.09532732862808625,0.16698503661254377,0.4652446142417489,0.2921044253422477,0.0018196078017354012,67.48979949951172,4.018999324097221,20,0.0,942.3,1923.9170746162629,1.7490262416667466,183
spec_lsa_n6,0.026966628700191817,0.0267473934221741,0.02365573639741832,0.0006174066524232873,0.002752203770541324,-0.000919871522803238,0.06563727050833068,0.27188793377905124,0.14400933885174572,0.0059850336983799934,50.18467330932617,2.50746432114363,6,0.0,3141.0,6882.337587380225,0.1064302515821714,183
spec_lsa_n12,0.06834212571544936,0.06190334701392604,0.05389387367404758,0.002296792061645271,0.006195081274325598,-0.004326729729962887,0.08675581025151226,0.29305953517987904,0.14857264140931764,-0.01319244783371687,43.20183181762695,2.287825060976149,12,0.0,1570.5,4982.388224201991,0.2411260859423215,183
spec_lsa_n20,0.22188882379163738,0.2271371076935732,0.21701602785407298,0.02570843044104732,0.08451975779743603,0.021516888339687037,0.1721850790618699,0.40480738618274437,0.2482224344688528,-0.0020105682779103518,67.17735290527344,2.619186789673928,20,0.0,942.3,3179.416032858865,0.9441989361428753,183
